Year,Year_Num,Month_num,Month_Sin,Month_Cos,log_rate,Origin_U.S. West Coast (Los Angeles)
2024,2024,6,1.2246467991473532e-16,-1.0,6.511745329644728,True
2024,2024,6,1.2246467991473532e-16,-1.0,7.154615356913663,False
2024,2024,7,-0.4999999999999997,-0.8660254037844388,7.112327444710911,False
2024,2024,7,-0.4999999999999997,-0.8660254037844388,6.602587892189336,True
2024,2024,8,-0.8660254037844384,-0.5000000000000004,7.1693500166706,False
2024,2024,8,-0.8660254037844384,-0.5000000000000004,6.60934924316738,True
2024,2024,9,-1.0,-1.8369701987210297e-16,7.110696122978827,False
2024,2024,9,-1.0,-1.8369701987210297e-16,6.620073206530356,True
2024,2024,10,-0.8660254037844386,0.5000000000000001,6.70073110954781,True
2024,2024,10,-0.8660254037844386,0.5000000000000001,7.051855622955894,False
2024,2024,11,-0.5000000000000004,0.8660254037844384,7.074116816197362,False
2024,2024,11,-0.5000000000000004,0.8660254037844384,6.651571873589727,True
2024,2024,12,-2.4492935982947064e-16,1.0,6.60934924316738,True
2024,2024,12,-2.4492935982947064e-16,1.0,7.061334366910438,False
2025,2025,1,0.49999999999999994,0.8660254037844387,7.122059881629142,False
2025,2025,1,0.49999999999999994,0.8660254037844387,6.717804695023691,True
2025,2025,2,0.8660254037844386,0.5000000000000001,6.663132695990803,True
2025,2025,2,0.8660254037844386,0.5000000000000001,7.069874128458572,False
2025,2025,3,1.0,6.123233995736766e-17,6.666956792429207,True
2025,2025,3,1.0,6.123233995736766e-17,7.068172000388042,False
2025,2025,4,0.8660254037844387,-0.4999999999999998,7.060476365999801,False
2025,2025,4,0.8660254037844387,-0.4999999999999998,6.672032945461067,True
